id,context,prompt,speaker_utterance,listener_utterance,exchange_number,s_word_len,l_word_len,empathy,,
hit:9618_conv:19237,surprised,A co-worker of mine was fired at our work. He seemed to be doing a good job though in terms of performance,No_comma_ their performance seemed to be good,"Well as they say_comma_ ""Better them than you""",2,7,8,1,,
hit:6001_conv:12002,impressed,I went to a soccer game the other night. the talent that some of these players had was amazing,I am always amazed when I see people who poses raw talent,Can you give an example as to someone who amazed you recently,1,12,12,2,,
hit:6001_conv:12002,impressed,I went to a soccer game the other night. the talent that some of these players had was amazing,I was at a soccer game recently. These guys were really talented with what they could do with the ball,Have you ever played yourself?,2,20,5,2,,
hit:638_conv:1276,content,I got my engineering diploma three month ago. I have been looking for a job since then. I finaly found a job that I am satisfied with but it is not the job that I dreamed of after getting my diploma.,I got my engineering diploma three month ago. I have been looking for a job since then. I finaly found a job that I am satisfied with but it is not the job that I dreamed of after getting my diploma.,What engineering type did you graduate in?,1,41,7,3,,
hit:638_conv:1276,content,I got my engineering diploma three month ago. I have been looking for a job since then. I finaly found a job that I am satisfied with but it is not the job that I dreamed of after getting my diploma.,I graduated in Computer Science. It was difficult to find a good opportunity. I am satisfied now.,That is good to hear. You can always keep searching for that dream job while you work.,2,17,17,3,,
hit:6293_conv:12587,confident,I just bought a cabinet from IKEA. I am sure I can put it together.,I just bought a cabinet from IKEA.,Nice! What color is it?,1,7,5,3,,
hit:6293_conv:12587,confident,I just bought a cabinet from IKEA. I am sure I can put it together.,It is white. I am sure I can put it together.,Yeah_comma_ they are not too hard to put together. They are really fun too!,2,11,14,3,,
hit:2288_conv:4577,grateful,I am pretty thankful to live close to my sister,I am pretty thankful to live close to my sister,It is very important to stay close to family.,1,10,9,2,,
hit:2288_conv:4577,grateful,I am pretty thankful to live close to my sister,It really is. Our kids can play together often too.,That is wonderful to hear. When times are tough_comma_ family is all you have in this world.,2,10,17,2,,
hit:8396_conv:16793,angry,I'm so angry at my self. I was in my performance review today and I passed wind in front of my boss. OMG,I am so angry at my self. I was in my performance review today and I passed wind in front of my boss. OMG,I wonder how that was noted on your report.,1,24,9,3,,
hit:8396_conv:16793,angry,I'm so angry at my self. I was in my performance review today and I passed wind in front of my boss. OMG,I got a raise so not that bad but it was still off putting. I have heard her rip one in the past so I guess no judgement.,Sounds like a wacky place to work.,2,28,7,3,,
hit:6353_conv:12707,anticipating,We waited a long time to get pregnant. It was very hard to wait and I spent my time going overboard on the baby shopping.,We waited a very long time to have kids and once I was pregnant_comma_ it was so hard to wait.,i want kids too _comma_ and im getting pretty old _comma_ how old are you guys ???,1,20,17,3,,
hit:6353_conv:12707,anticipating,We waited a long time to get pregnant. It was very hard to wait and I spent my time going overboard on the baby shopping.,We are in our 40s now and our girls are almost grown. I had such a hard time waiting for them to be born_comma_ I went way overboard on the baby shopping_comma_ but it was fun!,dang im 31 i wish u the best,2,36,8,3,,
hit:7605_conv:15211,disgusted,I saw a guy put mustard on his ice cream. It was really nasty.,I saw a guy put mustard on his ice cream.,Woah! Really?? That is weird.,1,10,5,3,,
hit:7605_conv:15211,disgusted,I saw a guy put mustard on his ice cream. It was really nasty.,Yeah_comma_ it was really nasty.,Maybe it tastes amazing though - we will never know. They put vinegar on ice cream in italy sometimes.,2,5,19,3,,
hit:11292_conv:22585,furious,I lost my job because my company didn't pay rent at our location.,I lost my job because my company did not pay rent at our location.,oh that is so wrong. How are you handling it?,1,14,10,2,,
hit:11292_conv:22585,furious,I lost my job because my company didn't pay rent at our location.,Not very well. It makes me so angry. So I go work out to relieve the stress.,that is good you do that_comma_ I would be very frustrated too. That is really unfair. Can you pursue legal charges?,2,17,21,2,,
hit:6268_conv:12536,excited,I can't wait until I get paid. I am going SHOPPING,I cant wait til I get paid,what are you going to get,1,7,6,2,,
hit:6268_conv:12536,excited,I can't wait until I get paid. I am going SHOPPING,Everything in Macys lol. I have not been shopping in so long,that sounds like a good plan,2,12,6,2,,
hit:9519_conv:19038,content,I went to Arby's for lunch today. I was pleased with my meal.,I went to Arby's for lunch today.,Thats good. How was it?,1,7,5,2,,
hit:9519_conv:19038,content,I went to Arby's for lunch today. I was pleased with my meal.,It was pretty good. I was pleased with my meal.,Well_comma_ that is always good to hear. I am glad,2,10,10,2,,
hit:8603_conv:17207,furious,My neighbors are playing loud music on a monday night,Its monday nigiht and my neighbors are having a freaking party,Are you serious? There is a noise ordinance for no loud noise or music after 10:00p.m.!,1,11,16,3,,
hit:8603_conv:17207,furious,My neighbors are playing loud music on a monday night,They are the worst,You might have to call the cops just to get sleep! Horrible. Sorry.,2,4,13,3,,
hit:10086_conv:20173,disgusted,My buddy drank way too much at a party and puked all over my favorite jacket. I felt so sick I thought it was going to be my turn next.,My buddy drank way too much at a party and puked all over my favorite jacket.,That sounds horrible_comma_ Did you wash it or throw it away?,1,16,11,2,,
hit:10086_conv:20173,disgusted,My buddy drank way too much at a party and puked all over my favorite jacket. I felt so sick I thought it was going to be my turn next.,I washed it and it came out surprisingly. But at that time_comma_ I felt so sick seeing what was happening to my jacket that I thought I was going to puke next.,That is a really rough story_comma_ You should make him pay for another one.,2,32,14,2,,
hit:6158_conv:12317,angry,I hate when i let someone out during traffic and they dont acknowledge me at all,i was sitting in traffic today and let a person out_comma_ didnt wave or anything_comma_ that junk makes me so mad,At least you tried to be nice,1,21,7,1,,
hit:6158_conv:12317,angry,I hate when i let someone out during traffic and they dont acknowledge me at all,yeah i guess i shouldnt had at this time though lol,Well now you know,2,11,4,1,,
hit:1939_conv:3878,impressed,I went to my nieces softball competition and was blown away by how good she is. She is so talented!,I went to my nieces softball competition and was blown away by how good she is.,That is great! How old is she?,1,16,7,3,,
hit:1939_conv:3878,impressed,I went to my nieces softball competition and was blown away by how good she is. She is so talented!,She is 16. I had no idea she was so talented. I am so happy to be her aunt!,If she is really good she could get a scholarship.,2,19,10,3,,
hit:9893_conv:19786,disappointed,I worked really hard to get into a program that I wanted to be in. Unfortunately_comma_ it was too difficult for me and I had to change majors, I was pretty upset with myself.,I put a lot of effort and time into getting into a college program I wanted to be in.,oh that sounds like it will be very rewarding!,1,19,9,3,
hit:9893_conv:19786,disappointed,I worked really hard to get into a program that I wanted to be in. Unfortunately_comma_ it was too difficult for me and I had to change majors, I was pretty upset with myself.,Unfortunately_comma_ I had to switch majors, the program was too difficult to stay in and my mental health was deteriorating.,a tough situation but at least you were able to realize and adapt!,2,20,13,3
